sector,subsector,tipo,tipo_id,definicion,magnitudes,keywords_fuertes,keywords_debiles
VIVIENDA Y DESARROLLO URBANO,DESARROLLO URBANO,FONDO CONCURSABLE DE ESPACIOS PUBLICOS,VIVIENDA_Y_DESARROLLO_URBANO.DESARROLLO_URBANO.FONDO_CONCURSABLE_DE_ESPACIOS_PUBLICOS,"Iniciativas correspondientes al Programa Fondo Concursable Espacios Públicos del MINVU, incorporando iluminación, mobiliario urbano, soluciones básicas de aguas lluvia, conformación y mejoramiento de áreas verdes, zonas de juego, recreación, equipamiento menor como quioscos, odeones, juegos infantiles, entre otros.",METROS CUADRADOS,"fondo, concursable, espacios, correspondientes, minvu","incorporando, mobiliario, soluciones, lluvia, conformacion, menor, quioscos, odeones"
VIVIENDA Y DESARROLLO URBANO,SOLUCION HABITACIONAL PARCIAL O COMPLEMENTARIA,ESTABILIZACION DE TALUDES,VIVIENDA_Y_DESARROLLO_URBANO.SOLUCION_HABITACIONAL_PARCIAL_O_COMPLEMENTARIA.ESTABILIZACION_DE_TALUDES,Iniciativas para habilitación o mejoramiento de condiciones de terrenos para viviendas,METROS CUADRADOS,"taludes, estabilizacion, condiciones, terrenos, habilitacion","viviendas, mejoramiento"
VIVIENDA Y DESARROLLO URBANO,SOLUCION HABITACIONAL PARCIAL O COMPLEMENTARIA,URBANIZACION,VIVIENDA_Y_DESARROLLO_URBANO.SOLUCION_HABITACIONAL_PARCIAL_O_COMPLEMENTARIA.URBANIZACION,"Inicitivas para dotar de la infraestructura de servcios básicos (agua potable, alcantarillado, electrificación, gas) para viviendas.",METROS LINEALES,"urbanizacion, dotar, servcios, basicos, electrificacion","gas, viviendas, alcantarillado, potable, agua"
VIVIENDA Y DESARROLLO URBANO,VIVIENDA DEFINITIVA,ESTABLECIMIENTO DE LARGA ESTADIA,VIVIENDA_Y_DESARROLLO_URBANO.VIVIENDA_DEFINITIVA.ESTABLECIMIENTO_DE_LARGA_ESTADIA,Iniciativas para establecimientos de larga estadía para el adulto mayor (ELEAM),METROS CUADRADOS,"larga, estadia, eleam, adulto, mayor",
VIVIENDA Y DESARROLLO URBANO,VIVIENDA DEFINITIVA,VIVIENDAS TUTELADAS,VIVIENDA_Y_DESARROLLO_URBANO.VIVIENDA_DEFINITIVA.VIVIENDAS_TUTELADAS,"Iniciativas para la construccion de conjuntos de viviendas adecuadas para personas mayores, donde además se proporciona apoyo psicosocial y comunitario.",UNIDAD,"tuteladas, viviendas, conjuntos, adecuadas, proporciona","psicosocial, mayores, construccion, personas, comunitario, apoyo"
VIVIENDA Y DESARROLLO URBANO,VIVIENDA DEFINITIVA,VIVIENDAS SOCIALES,VIVIENDA_Y_DESARROLLO_URBANO.VIVIENDA_DEFINITIVA.VIVIENDAS_SOCIALES,Viviendas que construye el SERVIU de manera directa a través de la glosa 02.,METROS CUADRADOS,"sociales, viviendas, serviu, glosa, construye","manera, directa, traves"
VIVIENDA Y DESARROLLO URBANO,ADMINISTRACION VIVIENDA,EDIFICACION PUBLICA,VIVIENDA_Y_DESARROLLO_URBANO.ADMINISTRACION_VIVIENDA.EDIFICACION_PUBLICA,"Considera iniciativas de edificación y equipamiento destinadas al funcionamiento administrativo del sector, (por ejemplo: oficinas administrativas del Ministerio de Vivienda y Urbanismo y sus organismos dependientes)",METROS CUADRADOS | NUMERO DE FUNCIONARIOS | UNIDAD (Para la compra de equipos o equipamiento),"urbanismo, vivienda, organismos, dependientes, administrativas",
VIVIENDA Y DESARROLLO URBANO,INTERSUBSECTORIAL VIVIENDA Y DESARROLLO URBANO,INTERSUBSECTORIAL VIVIENDA Y DESARROLLO URBANO,VIVIENDA_Y_DESARROLLO_URBANO.INTERSUBSECTORIAL_VIVIENDA_Y_DESARROLLO_URBANO.INTERSUBSECTORIAL_VIVIENDA_Y_DESARROLLO_URBANO,Iniciativas que consideran acciones que agrupan proyectos relacionados con más de un subsector.,METROS CUADRADOS | METROS LINEALES | UNIDAD | NUMERO DE SOLUCIONES,"vivienda, urbano, desarrollo, intersubsectorial, consideran","acciones, agrupan, relacionados"
RECURSOS HIDRICOS,AGUA POTABLE,SISTEMA AGUA POTABLE RURAL,RECURSOS_HIDRICOS.AGUA_POTABLE.SISTEMA_AGUA_POTABLE_RURAL,"Iniciativas para proveer el servicio de agua potable rural a través de un conjunto de obras de captación, tratamiento, conducción, regulación, distribución y suministro intradomiciliario de agua potable","NUMERO DE ARRANQUES TOTALES (Para procesos de construcción, instalación y reposición) | NUMERO DE ARRANQUES NUEVOS (Para proceso ampliación) | METROS LINEALES (Se refiere a longitud total de tubería.)","rural, potable, agua, sistema, conduccion","intradomiciliario, regulacion, captacion, suministro, proveer, conjunto, distribucion, tratamiento"
RECURSOS HIDRICOS,AGUA POTABLE,RED DE AGUA POTABLE RURAL,RECURSOS_HIDRICOS.AGUA_POTABLE.RED_DE_AGUA_POTABLE_RURAL,Iniciativas para redes de distribución del servicio de agua potable rural,NUMERO DE ARRANQUES TOTALES (Para procesos de construcción instalación y reposición) | METROS LINEALES (Se refiere a longitud total de tubería.),"rural, potable, agua, red, distribucion",redes
RECURSOS HIDRICOS,AGUA POTABLE,SISTEMA AGUA POTABLE URBANA,RECURSOS_HIDRICOS.AGUA_POTABLE.SISTEMA_AGUA_POTABLE_URBANA,"Iniciativas de infraestuctura de empresas sanitarias concesionarias del servicio de agua potable y de la recolección y disposición de aguas servidas en el sector urbano, que son fiscalizadas y controladas por la Superintendencia de Servicios Sanitarios (SISS).",NUMERO DE ARRANQUES TOTALES (Para procesos de construcción instalación y reposición) | NUMERO DE ARRANQUES NUEVOS (Para proceso ampliación) | METROS LINEALES (Se refiere a longitud total de tubería.),"urbana, potable, sistema, agua, infraestuctura","concesionarias, fiscalizadas, controladas, superintendencia, siss, empresas, disposicion, sanitarias"
RECURSOS HIDRICOS,AGUA POTABLE,RED DE AGUA POTABLE URBANA,RECURSOS_HIDRICOS.AGUA_POTABLE.RED_DE_AGUA_POTABLE_URBANA,Iniciativas para redes de distribución del servicio de agua poable en sectores urbanos.,NUMERO DE ARRANQUES TOTALES (Para procesos de construcción instalación y reposición) | METROS LINEALES (Se refiere a longitud total de tubería.),"urbana, potable, agua, red, poable","sectores, urbanos, distribucion, redes"
RECURSOS HIDRICOS,AGUAS LLUVIAS,COLECTOR AGUAS LLUVIAS,RECURSOS_HIDRICOS.AGUAS_LLUVIAS.COLECTOR_AGUAS_LLUVIAS,Infraestructura de redes de recolección de aguas lluvias en sectores urbanos,METROS LINEALES (Se refiere a longitud de colectores) | METROS CUBICOS POR SEGUNDO (Del caudal de diseño),"colector, lluvias, aguas, sectores, urbanos","recoleccion, redes"
RECURSOS HIDRICOS,AGUAS LLUVIAS,LAGUNA O TRANQUE DE RETENCION,RECURSOS_HIDRICOS.AGUAS_LLUVIAS.LAGUNA_O_TRANQUE_DE_RETENCION,Iniciativas para la reducción de los caudales máximos pluviales hacia aguas abajo a través de estanques para el control de aguas lluvias en areas urbanas.,METROS CUBICOS (De la capacidad de la laguna o tranque),"tranque, laguna, retencion, aguas, reduccion","caudales, maximos, pluviales, abajo, estanques, lluvias, urbanas, control"
RECURSOS HIDRICOS,AGUAS LLUVIAS,POZOS DE ABSORCION,RECURSOS_HIDRICOS.AGUAS_LLUVIAS.POZOS_DE_ABSORCION,Infraestructura de sistemas de pozos absorventes en sistemas de recolección de aguas lluvias.,METROS DE PROFUNDIDAD,"pozos, absorcion, sistemas, absorventes, lluvias","recoleccion, aguas"
RECURSOS HIDRICOS,AGUAS LLUVIAS,COLECTOR AGUAS LLUVIAS Y LAGUNA DE RETENCION,RECURSOS_HIDRICOS.AGUAS_LLUVIAS.COLECTOR_AGUAS_LLUVIAS_Y_LAGUNA_DE_RETENCION,"Iniciativas de infrarestrucutra del conjunto de obras para el control de aguas lluvias, consistente en obras de retención, pozos de absorción y redes de recolección.",METROS LINEALES (Metros de colector) | METROS CUBICOS (De la capacidad de la laguna o tranque),"retencion, colector, laguna, lluvias, aguas","infrarestrucutra, absorcion, pozos, recoleccion, conjunto, control, consistente, redes"
RECURSOS HIDRICOS,EVACUACION DISPOSICION FINAL AGUAS SERVIDAS,RED DE ALCANTARILLADO Y PLANTA TRATAMIENTO AGUAS SERVIDAS,RECURSOS_HIDRICOS.EVACUACION_DISPOSICION_FINAL_AGUAS_SERVIDAS.RED_DE_ALCANTARILLADO_Y_PLANTA_TRATAMIENTO_AGUAS_SERVIDAS,Iniciativas para proveer el servicio de evacuación con redes de alcantarillado y plantas de tratamiento sanitario de aguas servidas,NUMERO DE UNIONES DOMICILIARIAS | METROS LINEALES (Se refiere a longitud total de tubería.),"servidas, alcantarillado, tratamiento, aguas, planta","red, sanitario, proveer, evacuacion, plantas, redes"
